"","20190107_08_T05F_env","20190107_20_T08F_env","20190111_30_T03F_env","20190111_36_T01F_env","20190114_58_T02F_env","20190114_62_T07F_env","20190117_70_T04F_env","20190117_74_T06F_env","160618_SM_A47RW_38","160829_SM_9ZE92_260","160909_SM_9HYY2_282","160914_SM_6ZT44_382","160915_SM_9ZJIM_292","160921_SM_7ED8Q_459","160923_SM_6WVAO_405","160923_SM_7B7LL_404","160925_SM_7FK6O_412","161012_SM_7CP8G_523","161012_SM_7I21H_613","20190107_06_S08F_env","20190107_12_S06F_env","20190107_14_S04F_env","20190111_32_S05F_env","20190111_34_S11F_env","20190111_40_S03F_env","20190114_56_S02F_env","20190117_72_S09F_env","20190117_80_S07F_env","20190117_86_S10F_env","P18a_CD","P19_CD","P20_CD","P21_CD","P22_CD","P23_CD","P24_CD","P25_CD","P26_CD","P27_CD","P28_CD_IBS","P30_UCr","P31_UCr","P32_Ucr","P33_Ucr","P34_UCr","P35_UCa","P37_UCa","P38_UCa","P39_UCa","P40_UCa","P41_UCa","P42_UCa","UC1","UC11","UC15","UC2","UC23F","UC4","UC5","UC6","UC8","UC9","P02_C","P03_C","P04_C","P05_C","P06a_C","P07a_C","P08_C","P10_C","P13_C","P14_C","P15_C","P16_C","P17_C","Seq85784","Seq85785","Seq85789","Seq86293","Seq86296","Seq86298","Seq86299","Seq86304","Seq86305","Seq86307","Seq86315","Seq86317","H1","H2","H3","H4","H5","H6","H7","H8","160524_SM_A8GT9_17","160618_SM_A77V5_63","160622_SM_7LLEE_121","160624_SM_7DN4P_142","160825_SM_7I1HW_216","160825_SM_7I21P_220","160829_SM_76CCD_221","160831_SM_9HL6A_274","160909_SM_61N7X_343","160909_SM_63ZAL_344","160909_SM_689VN_335","160909_SM_6AXJS_330","160909_SM_9U279_298","160911_SM_61NJD_346","160911_SM_65GXO_340","160912_SM_5QVZJ_354","160914_SM_5ZNHU_329","160915_SM_61U3X_352","160916_SM_62ART_337","160916_SM_689O9_342","160916_SM_6KUDE_363","160916_SM_71T49_392","160916_SM_71T4H_391","160919_SM_6J3OJ_351","160920_SM_6XRKK_454","160921_SM_6ZEWI_414","160921_SM_7GCI5_446","160923_SM_6XTTJ_427","160923_SM_71T47_393","160928_SM_7BCZJ_397","160930_SM_6SSN7_440","160930_SM_71T3Q_395","161004_SM_9W3AR_549","161011_SM_5QVZH_531","161011_SM_9KOQA_562","161017_SM_69UN3_535","161017_SM_7LSOC_583"
"1514",0.00118002531119763,0.000586047099221253,0.000101369012598914,0.000898607460845955,0.000694872259969198,6.42149486301056e-05,0.000166365928332996,0.000276826740412252,0.00022283011037665,0.000343621228769146,0.000448756364290476,0.000100592663407063,0.000332973818235617,0.000357401483871077,0,0,0.000107089931585633,0.00114124632337622,0,0.000202410445144656,0,0,0.000250487224525701,0,6.86312740962395e-05,0,0,0,0.00027284357936703,0,0,0,0,0.000521677903269754,0,0,0,0,0,0,0,0,0.000205565727145946,0,0,0,0,0,0,0,0,0,0,0,0.000355419670585201,0,0.000131231238683821,0,0,0,0.00109676078645257,0.000283608620178263,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000319904419210449,0,0.000527146830260755,0.00103690412167243,0.000168101879152585,7.98758264156008e-05,0.000126315681778664,0.000760246188848875,0.000104173240605254,0.000205784304092359,5.92027390758487e-05,0.000146360006333469,0,0.000208271782213911,0.000185026587245386,0.00100790788049796,0.000329999674017373,0.00010501749240269,0,0,0.00018758209267546,0.000232988416362696,0,0,7.94406583416117e-05,0,0,0.000319016361465143,0,0.000342138753021788,0.000190617197478429,0.00237586716004166,0.00112704751279451,0.000344363563562121,0.000536343571032912,0,0.00012968263676686,0,0.000318390576591513,0.000337522155661957,0,0.000553364644415353,0.000184721306627127,0,0.000451808124955409,0.000175268841807764,0.000238514079018193,0.000166739654052263,0,0,0.000315021704265213,0.000142561484117819,0.000100542989785355,0,0,0.000295102494703403,0
"1519",0,0,0.00013503817354825,0,0,0.000173304888994088,0,0.000131509099561635,0,0,0,0,0,0,0,0,0,0,9.17057502753536e-05,0,0,0,0.000196129846323298,0,0.000122791357655992,0,0,0,6.11004055809127e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000287786068677654,0,0.000184616806069561,5.31469483286993e-05,0.00027385187890686,0.000164528787528763,0,0,0.000147724891712593,0,0,0,0,0.000111262162136833,0,0,0,0,0,0,0,0.000179583034331914,9.01634547274232e-05,9.73895288042707e-05,0,0,0.000161215290122981,0.000223258963527422,0,4.22212857774275e-05,0,4.78320322763206e-05,0,0.000104824555221533,0,0,0.000263098002582716,7.74346737192059e-05,0.000301988451366953,0,0,5.26840992419308e-05,0.000102637218829296,8.8292177360418e-05,0,6.89928442486494e-05,0,0,0,0,0,0,0,0,0,0,0.000292733498156284,0,0,0.000365505134583718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1521",0,0,0,0,0,0,0,0.000288249194442231,0,9.65721719489141e-05,0,0,0,0,0,0.000373305358382838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000236912333453337,0,0,0,0,0,0,0,0,0,0.000314400067622253,0,0,0,0,0,0,0,0,0,0,0,0,0.000221717845806335,0,0,0,0,0,0,0,0,0.000369744971550001,0,0,0,0,0.000246432451059713,0,0,0,0,0,0.000154315264793534,0,0,0,0.000134395482938877,0.000281573108434589,0,0.000584616787570671,0.000308753669299963,9.98081392275336e-05,0,0,0.000391929094848081,0.00027713281659369,0,0,0,0.000836462821941865,0.000106765189792073,0,0,0.000364973658011967,0.0001783757351809,0,0.000502170289199404,0,0,0,0,0,0,0,0.000287115859413623,0,0,0.000309998273827314,0,0,0,0,0,0,0,0,0,0,0,0.000437166094204434,0,0,0,0,0.000267334781041751,0,0,0,0
"1522",0,0,0,0,0,0.000111567445075568,0.000247016097524708,0,0.00035510579950624,0.000515402461470703,0.000227804521583423,0.000181467622954388,0.000260896515591758,0.000360923140264764,0,0.00028940183708589,0.000536746400820108,0.000160471744843368,8.80123898805789e-05,0,0.000957482083713201,0,0,0,0.00012170252171808,0.000134587339436347,0,0,0.000384864852883965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000248314353456162,0,0,0,0,0.00032723024181387,0.000206044237042419,0,0,0,0,0,0.000224161112533261,0,0,0.000176295536040877,0,0,0,0,0,0,0,0.000146584257716965,0,0,0.000309889599537589,0.000246762282115823,0,0.000149161350881329,9.34176577845496e-05,0,0.000261233271216585,0,0,0,0,0,0,0.00052940430306763,0,0,0.00016193565623879,8.60730240228028e-05,0.000102930669656509,0.000184062019235989,0.00129590052086081,0.000147314645238367,0,0,0,0,0.000515421230694595,0.000316680472190589,0.000187355885641074,0,0,0,0.000207427066677562,0,0,0.000785201995026489,0.000754254598561342,0,0.000888956230565008,0,0,0,0.000689895533838761,0,0,0.000195151125388985,0.000238038518839351,0.000172075176322562,0.000130272418254301,9.59589820733947e-05,0,0,0,0.000233301346908523
"1541",0.00059629495359023,0.000169994029011179,0.00019024950182066,0.000609649707840076,0,0.00036198206096579,9.38928052119491e-05,6.82531487289396e-05,0,0.000594596188643843,0,0,0,0.000176812032231513,0,0,0.000179663230560309,0,0.000154484221680671,0.00112020586549873,0,0,0,0,7.89069910716602e-05,0,0,0,0.000113097391982934,0,0,0,0.000449269857678669,0,0,0,0,0,0.00268258121785914,0.000520096048778215,0,0,0,0.000118433420239318,0,0,0,0,0.000127056891540522,0,0,0,0.000271194080256585,0,0,0.000129954857093256,8.20157849581218e-05,0.00117476493844929,0,0,0.000362208110964845,0.000143853980728202,0,0,9.92264768002674e-05,0,0,0.000130777507399161,0.000103636597626402,0,0,0,0.000107687025236258,0,0,0.000243626213183533,0,0,3.83686291230758e-05,0.000285956796853716,0.000121296451963361,0.000345399671445002,0.000329242223865179,0.000305899538833496,4.97093039124066e-05,0.000781320575330469,4.96248562364404e-05,0.000195766796017422,0.000166543770144325,0.000214330326453823,0,0.000204509062342851,0,0.000425498615489483,0,0.000149448742328359,0,0.000387827450512852,0.000326434581146562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000160625464981232,0,0,0,0,0,0,0,0,0,0,0,0.000159011483265405,0,0,0,0,0,0
"1546",0,0,0,0,0,0,0,0,0,0,0.000154466466265599,0,0,0.000128443500551919,0.00123264883833404,0.000600668559346076,0,0.000755877350709549,0.00021321535509651,0.000309794366707963,0,0,0,0,0,0,0,0,0,0,0,0,0.000209105649965371,0,0,0,0.000255131933198763,0,0,0.000205350888504859,0,0,0.000199892318522486,0,0,0,0.000809373784857213,0,0.000257469574256111,0.000557987121438159,0,0.000587719616489512,0.000851700569583428,0,0.000497911117537726,0,8.97748081463217e-05,0.000787647386083887,0,0,0.00053035719320814,0.000253798409249503,0,0,0,0,0,0,0,0,0,0.000739270101558776,0,0,0,0.000163366302691753,0.00023504957963308,0.000469343316714114,0.000912664831038544,0.000329140320768781,0.000621301838509283,0.000152652868795654,0.000493612903523192,0.000292483669757921,5.49072663871838e-05,0.000276062644367049,5.48787746115137e-05,0.00016114936093385,0.000179562213195609,0.000861158426474923,0.00011490091056983,0,0.000668201392386091,0.000589853067376388,0.000136175824893597,0.000110307033987651,0.000362003306502152,0.000234994481786049,0.000393146403677393,0.000100795508466752,0,0,0,0,0,0,0,0.000693736418662408,0.000812579980313449,0,0.000264798152091654,0.000552663774639744,0,0.000116698244348818,0,0.000412678901318446,0.000180937374673221,0.000206015529814714,0,0.000154050163629839,0,0.000130568778647354,0.00132350069715237,0,0,0.000117407213226731,0.00103032900602607,0.000122910336204662,0.00137229557697679,0,0,0.000571466119019758
"1550",0.000429496106429029,0.000239238350324331,0.000115772647759596,0.000200703194102079,0.000477533351309518,0.00018114262707625,0.000691341432138031,0.000167353715958155,0.000321722853555077,0.000317113085907831,0.000399399354162608,0.00174650105113608,0.000309077057083046,0.000220344970870179,0,0.000231958394486269,0.00119543990029115,0.000186277552569418,0.00028747973856602,0.0005247610043096,0.00101723011637087,0.000328666374882149,0.000581481616973429,7.8912005846223e-05,0.000258806796686717,0.00022743144527421,0,0,0.000843748863008013,0,0,0,0,0,0,0,0,0,0.000559043881864114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000352457071718274,0.00042737372379504,0.000399236894466294,0,0.00103096831953223,0,0,0,0,0,0,0.000133260366798524,0.00012665709368529,0.00142845394373961,0.00011707698116502,0.000525176706487872,0,0,0.000486373227904465,0.000199754408453585,0.000294963467013951,0,0,0,0,0.000212272114866838,0,0,0,0,0,0.000216952924896921,0,0,0,0,0,0,0,0.000343031282657327,0.000132153836198829,0,0.00011685436035961,0.000145292742207993,0.00036642626957917,0.000251502751587632,0,0,0,0,0.000931721661339099,0.000926413261123887,0.000217489691397648,0,0.000316194511586391,0,0.000241967056065182,0.000651365907426566,0,0.00154305440969165,0,0,0.000162930715231729,0,0,0,0.00135143652429042,0.000226380413745964,0.000168332667512243,0,0.000688167101994229,0.000582342535891168,0.000290045075412005,0.000516395512273849,0,0,0.000139118797797048,0
"1551",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.55662834319516e-05,0,0,0,0,0,0,0.000346428177989628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000329109677091591,0,0,0,0,0,0,0.000384302932047691,0,0,0,0,0,0,0.000385972969307574,0,0,0,0,0,0.00017671651919316,0,0.00028595284648427,0,0.00203809912740066,0.00011323543474369,0,0,0,0.000206595432668233,0,0,0,0,0,0,0,0,0.000469055828587064,0,0.00080083914110629,0,0,0,0,0,0,0,0,0,0,0.000701672448038942,0,0.000345125651958996,0.00284760130296646,0.000262534329041829,0,0,0,0.000171823260081301,0,0,0.000597064067859572,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000298473508954565
"1558",0,0,0,0,6.68833419411226e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00056870925094029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.14776393786655e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000298963856288115,0,0,0,0,0,0,0,0,0,0,0,0,3.94159433966926e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1561",0.000270950289965661,0.000163746911481915,0.000540999370749368,5.78472044972858e-05,0.000195440346897082,0.000361836896163641,0.000145673281466175,0.000366475498689466,0.000123215554858968,0.000400833922301259,0,0.000252506720306751,0,0.000416512366477462,0,0,0,0.000217094547032721,0,0,0,0,8.95322526535151e-05,0.000196248666225808,0,0.000515666485440818,0,0,0.000136792798347652,0,0,0,0,0.000331780956788713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000330424500863779,0.00032299573808854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000122365323054511,0,0,0.000112018928215629,0,0.000458517127941289,0,0,0,0,0,0,0,0,0,0,0,0,0.000135833007672899,0,0,0,0,0,0,0,0,0,0,0.000394006268794655,0.000221590985698011,0,0,0,0,0,0.000151435743563708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000166446246432328,0,0,0,0,0
"1572",0.000248253636143959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000684066570369027,0,0.000404058593147661,0.000210745917592454,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000187247142906802,0,0.000232439180719481,0,0,0,0,0,0,0,0,0,0,0,0,0.000220323356891872,0,0,0,0.000729090698206509,0,0,0.000413430179053095,6.88025274096177e-05,0,0,0.000169422085937998,0,0.000908243600955446,0.000162135040630308,0.000184314155939695,0,0,0,0,0,0,0,0,0.000181948672168046,0,0,0,0,0,0,0.000269979470589574,0.000147768357142349,3.80804530343485e-05,0.000247060335843674,0.00017132996688021,0.000364236604099026,0.000139855971495353,0.000245551220239038,0,0,0.000141541395139052,0.000174638496205563,0,0,0.000306098947873216,0,0,0,0,0,0,0.000123779965120731,0,0,0,0,0,0.000139406963784346,0.000159161468418462,0.000165074481252332,0,0.00017489060920701,0,9.807487337723e-05,0,0,0,0.000431180510695607,0,0,0,0.000706792614126873,0,0,0,0.000334886522502452,0,7.39638347525505e-05,0,7.81228079784932e-05,0,0,0,0
"1575",0,0,0,0,0,0,0,0,0,0,0,0.000787851114629901,0,0,0,0,0,0,0,0.000910521886811262,0,0,0,0,0,0,0,0,9.35285628018054e-05,0.000623427079827846,0,0,0,0,0,0.000378367485532855,0,9.76048912762617e-05,0,0,0,0,0,0,0,0,0,0.000414661670965641,0,0,0,0.00237472946781129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000639797849087787,0.000283883683405281,0,0,0,0.000342729948401949,0,0,0.000125328636412055,0,0,0.000876375032184271,0,0,0,0,0,0,0.000199806406693502,0,0,0,0.00227730064295014,0,0,0,0,0,0,0,0.00155395966541495,0,0,0,0,0,9.84860413597659e-05,0,0,0,0,0,0,0,0,0.00058343676666438,0,0,0.000106947936902639,0.000504263394753354,0,0.000140189664182358,0,0,0,0,0,0,0,0
"1578",9.45628667358049e-05,0.000227859984785046,0.000151601640086714,0,9.01618963327822e-05,0.000543442970239939,0,0.000890414485703064,9.2838392603422e-05,0,0.000249409282497028,0.00052568312583249,0,0.000431715593614679,0,0,9.57193814113473e-05,0.00055221337372865,0,0.000170963372491161,0,0,0.000276601595183191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000105071984855421,0,0,0.000306063647677546,0.000110941343586909,7.75838059448268e-05,0.0001598627006173,0,0,0.00019999877805383,0,0,0.000245086109875415,0,0,0,0,0,0,0,0,0,0,0.000261363756883595,0,0,0.000103876528243397,0.000197664859014308,0.000383098889062175,0.00014883709969275,0.000806574669550141,7.32377876476465e-05,0,6.79600571891538e-05,0,0,0.000285392113860812,0.000442180770887638,0.000967504953914889,0,0,0.000215093707863567,0,0,0.000101671230291933,6.32459320333906e-05,0,0.000245140588249109,0,0,0,0,0,0,0.000442659594678601,0,0.000147425234743518,0.00022676914794956,0,0,0,0.000292688758881548,0,0,0.000149264471503158,0.000580850534038187,0,0,0,0,0.000154934856314243,0,0,0.000185486846160159,0.000133029015467503,0.000199744875646238,0.000163488550378397,0,0,0
"1579",0,0,0,0,0,0.00026495807875318,0,0,0,0,0,0,0,0,0,0,0.00029059696312483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000266404817279935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000276071836686516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.18394961497384e-05,0,0.00166996861837177,0,0.000540949001407231,4.02416955738158e-05,0.000423941477821394,0,0.000124003730908851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000586936095438014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000132594783419029,0,0,0,0
"1583",0.000277205199663404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000501366426221438,0.000401777652144877,0,0,0,0,0,0,0,0,0.000834711770065842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00033875322410948,0,0,0,0,0,0,0,0,0,0.000312236386188125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000383507284309931,0,0,0,0,0,0,0,0,0,0,0,0,0.000359536922871964,0,0,0.000494551131411841,0.000439990312852308,0.000527502861622323,0,0.000305634002290353,0,0.000323364622051211,0.000306596684887206,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000321649650421792,0,0,0,0,0,0,0.000277792330700327,0,0,0,0.000249835175098497,0,0.000772293822978034,0.00203038084876512,0,0
"1584",0,0,0,0,0,0,0,0,0,0.000162758652625631,0,0,0.000305708933448715,0,0.000344256122405318,0.000661564439242003,0.000222152097688686,0,0.000642508079076332,0,0,0,0,0.000286412326488769,0,0,0,0,0,0,0,0.0003795518776783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000264420360397807,0,0,0,0,0,0,0,0,0.000452154545589406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000246553683701866,0,0,0,0,0,0,0,0,0,0,0,9.86980633093376e-05,0,0,0,0,0,0,0,0,0,0,0,0,0.000462015549871045,0.000238212179541106,0.000692263232880579,0.000262750941249384,0,0,0,0.000559610113292165,0.000614548542464981,0,0,0,0,0.000117497381913007,0.000325887871371023,0.000649698332980025,0,0,0.000288111593643152,0,0,0,0,0.00103661233224801
"1586",0.00031752513234614,7.97877508112802e-05,0.000342745984964855,0.000153115821250793,0,0.000197894979426695,0,0.000680719453588778,0.000223077321515451,0.000165124656416011,0.000139581786684029,0.000110454126755748,0,0.000340610225754685,0.000181688360585672,0.000479363151681377,0.000229618805945633,0,0.00050190770672085,0.000214251351757059,0.000227003524563224,0,0.000705849599739854,0,0.000272229714640632,9.37617207475701e-05,0,0,0.000146708403450461,0.000301238491465025,0,0,0,0,0,0,0.000263427482587016,0,0.000259636958935226,0.000220699062836885,0.000251896743591039,0.000291649259094703,0.000515709407635518,0,0,0.00026308292594753,0,0,0,0.000262281312844564,0,0.000279097439271379,0.000238516136241198,0,0.000397495766788735,0.000108376569697005,0.000124125666651614,0.000513830645171016,0.000147379290303684,0,0.000450661909249384,0.000162537094257088,0.000216565524817276,0,0.000182105064732151,0.000243199939840838,0.000542810868064933,0,0.000433605606179508,0,0.000160819350006698,0,0,0.000178474960053922,0,9.40338854263348e-05,0,0,0.000244069886221847,0.00043890584990758,0.000175194727188057,0.000345612846357187,0.000131720766748009,0.000479667372165402,3.83711428319772e-05,0.000251574006412032,0,0.000102547727964388,0.000362698705707567,0.000276390683121192,0.00108203193706739,0.000568160598014116,0.000275710814541045,0.000163314563877342,0.000209166838058803,0,0.000233645769165597,0.00029635304974576,0.000780586546108399,8.89381061732846e-05,0,0,0,0,0.000329010117873872,0,0.000224292578063322,0,0.000330495448666813,0,0.000250582026301224,0.000274961105604792,0,0.000103995950396768,0.000326331015570161,0.000403316167363344,0.00119721101423238,0.000381909213348688,0,0,0,0,0.000172564281388348,0,0,0.000204633067273596,0.000151625785946953,0.000109963557664005,0.000179789488320476,0,0,0
"1597",0.000273205352335584,0.000370574755101529,4.57842356262139e-05,0.000332631465369547,4.77517538739317e-05,0,0,8.11213164262242e-05,0,0,0,0,0,0,0,0,0,0,0,0.000135365111388057,0,0,0.000120137712198296,0,0,0,0,0,0.000171021838957521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000161242869852708,0,0,0,0,0,0.000354346368849686,0,4.35637384430554e-05,0,0,0,0.000158720689371958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000108223569850336,7.69242338850103e-05,0,0,0,0,0.000140893803830027,0,0,0.000239444920232138,0.000207178920097228,5.88647263057793e-05,0.000202274676457299,0,0.000101451567304574,0.000340933580729209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000143674779334512,0,0,0,0,0,0,0,0,0
"1599",0.000253594493916705,0.000102881583788941,0.000277699908269464,0.000113746216206572,0.000102264188778789,0.000198963157632221,9.16293080319249e-05,0.000183638356629446,0.000194762493537,0,0,0,0,0,0,0,0,0,0,0.000166534440716269,6.50456105175965e-05,0,0.00047948892240105,0.000188196926839858,6.01260620401331e-05,0,0,0,0.000110938115783282,0,0,0,0,0,0,0,0,0,0,0,0,0,9.96565478878228e-05,0,0,0,0,0,0,0,0,0,9.35698196818045e-05,0,0.000446989721953345,0,0.000122051043946038,0,0,0,0,7.07925775712942e-05,0,0,0,0.000111276574708703,0,0,9.24896826642214e-05,0.000105788756974213,0.000249686486991194,0,0.000190043967089901,0.000551033749358527,0.000270904527692834,0,0,0,0,0.000122369565469439,0,0.000109865576781468,0.00018964730981835,8.6011425491841e-05,0,0.000155516302602291,0,0,0.000140184386999165,6.37231495133627e-05,0.000602809470713414,0,0,0.00024512905922566,0,0,0,0.000128510412811169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000125806368601498,0,0,0,0,0,0,0
"1601",0.000150887195502056,0,0,0.000707958984177092,0,0,0,0,0,0.000299495734024798,0.000131722353052686,0,0,0,0.000329072060622764,0.000532559597970443,0,0.000674378657028697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000612859209272382,0,0,0,0,0.000525175902086501,0,0,0,0,0.000505960153280837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000643422128654246,0,0.000303862465804849,0,0,0,0,0.000234115052101421,0,0,0,0,0,0,0,0,0,0,0.000430762454805034,0,0,0,0,0,0,0,0.00154623900134031,0,0.000183218613757759,0.00176018345543721,0.000419158863738013,0.000444852716639937,0.00151192418814671,0,0,0,0,0,0.000539493767045572,0,0.00084375470473387,0,0.000377780766987895,0,0,0,0,0,0.000370209862769032,0,0,0,0,0,0.000260675881143478
"1603",0.000776780802502224,0,0.000195155483900409,0.000667614189736899,0.000117111006550263,0.000119183723663671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0001479626348883,0,0,0,0,0,0,0,0,0,0,0,0.000102468197163748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00013768786002452,0.000638997405184171,0,0.000163705525853708,0.000183425796278591,0,0,0.00081175711742402,0.000114720990396287,8.86351487307006e-05,6.55975955394437e-05,0,0,0,0,0,0,0.000449886971948085,0,0,0,0.000120889094180515,0,0,0,0,0,0,0.000132822731677486,0,0,0.000115057514095732,0.000265082128138055,0,0,0.000130724109305863,0,0,0,0,0,0,0.000209167059434561,0,0.00023502540613563,0,0,8.64221120720643e-05,0,0,0,7.38216532492028e-05,0,0,0,0,0
"1607",0,0.000191056080363952,0.000180711176318215,0.000211444760993259,0,0.000190876907397009,0,0,0,0,0.000123170436106844,9.69982570479058e-05,0,0,0.00101916277746065,0.000106322065556278,0,0.000168624959692678,8.8687191432865e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000199766425009837,0,0,0,0,0.000163071624474766,0,0,0,0.000616706153428632,0,0,0.000686623113813541,0,0.000454165111388251,0.000476938539208267,0,0,0.000116008897691203,0.000372414136325254,0.0004043561154884,0,0,0.000199680596642288,0.000267546171978906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000101667347168751,0.000583225873784476,0.000412742033180171,0.000575627402534227,7.4735457255258e-05,0.000343887107589662,0.000360380302547729,0.000100279906087912,2.94961956218238e-05,0,0,0,0,0.000161198880498272,0.00179085215679128,0.000102946532327845,0,0,0.000165641911677511,0.000101019570529812,0.000392347147245483,0,0.000544643351338342,0,0,0,0.000447921041526628,0,0,0.000810443122532902,0.000201461207424925,0.000438010148907238,0.000213280644206814,0,0,0,0.000176995889732675,0,0,0,0.000333499152690415,0,0,0,0,0.00229743038182387,0.000203524385249083,0,0.000737112534806775,0.000130041071699685,0.000383352904361468,0.000818817252058024,0,0,0
"1609",0.000154272904129511,0.000180634974806488,8.36789040389317e-05,9.89067015215685e-05,8.87844441138982e-05,0.000181525298203911,7.87437556442659e-05,0.000223688767856967,0,0,0,8.45261713268537e-05,0,0,0,0,0,0,0,0.000303626089619821,7.10378819964926e-05,0,8.58048394023053e-05,0.000111794180513157,0.000128186643757102,0,0,0,0.000128207140036113,0,0,0.000111064671081661,0,0.000155757362901792,0,0.00019157183586153,0,0,0,0,0,0,0.000125151050142272,0,0.000266181481197456,0.000159453888933812,0.000142838215157395,0,0.000160121399780074,0,0,0,0.000361341850481798,0,0.000223036753577588,0,0,0.000132069506959064,0,0,0.00026720457931476,6.82068517181321e-05,0,0,0,0,0,0.000201520285587977,0.000255792777083259,0,0,0,0.000126652697772351,0.00011799776427684,0,0,0,0,0,7.13019591778118e-05,0,8.0749861380197e-05,0,0,0.000129712126557667,0,0,0.000172641327231164,0,0.00014148284311019,0.000133658774771296,0.000268720966596935,8.94789331250828e-05,6.37055121603174e-05,7.26911777283729e-05,0,0,0,0,0,0,0,0,0.000194318753813292,0.000253995852079492,0,0,0,0,0,0,0,0,7.84097861720948e-05,0,0,0,0.000145417574594529,0.000213035971183301,0,0,0,0.000131521476133955,0,0,0,0,0,0,0,0,0
"1610",0,0,0,0.000565487110180525,0.000186277447292021,0,0,0,0,0,0,0,0,0,0,8.32134192667896e-05,0,0.000814583267880296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000201603484259518,0,0,0,0,0,0,0,0,0,0,0,0.000313324457382052,0,0,0,0,0,0,0,0,0,0,0.000462953887888684,0,0,0,0,0,0,0,0,0,0.000129052890510581,0,0.000204008679312049,0,0.000114091634023008,0.000291648380084681,0,0.00158513419373258,0,0,0,0,0,0,0,0.000443695574873311,0,0,0,0,0,0.000752425343629238,0,0,0.000181095014081483,0,0,0,0,0,0,0,0,0.000346915397220421,0,0,9.52875669331164e-05,0,0,0,0.000717247565657089,0.0004705498081582,0.0002651947397018,0,0,0.000124087988494419,0,0.000239807188329452,0,0,0.00058046260245945,0.000315805948559229,0.000780657723207667,0,0,0,0
